Chromosome Position NCPscore Ratio
chrII 41789 5.924 1.74369
chrII 41794 3.651 1.00775
chrII 41797 3.726 1.00753
chrII 41802 5.182 1.37049
chrII 41812 5.947 1.57583
chrII 41821 2.376 0.68143
chrII 41830 1.933 0.62299
chrII 41902 1.534 0.63455
chrII 41928 2.388 0.85444
chrII 41934 6.713 2.28458
chrII 41940 1.525 0.50034
chrII 41941 1.961 0.64044
chrII 41949 14.28 4.46427
chrII 41952 1.551 0.49537
chrII 41953 2.638 0.84821
chrII 41959 2.118 0.69811
chrII 41974 1.511 0.5024
chrII 41980 2.641 0.89668
chrII 42098 1.976 0.96797
chrII 42102 1.083 0.5068
chrII 42108 1.183 0.55698
chrII 42120 7.055 3.10251
chrII 42129 1.82 0.88298
chrII 42146 1.546 0.83005
chrII 42269 1.092 0.73777
chrII 42273 1.962 1.28479
chrII 42288 1.375 0.77186
chrII 42300 1.398 0.83673
chrII 42302 1.203 0.74119
chrII 42312 3.524 2.41557
chrII 42317 1.346 0.90584
chrII 42324 0.865 0.57382
chrII 42404 0.469 0.4923
chrII 42430 0.92 0.75433
chrII 42450 1.394 0.87736
chrII 42482 6.842 3.91723
chrII 42491 1.044 0.56895
chrII 42496 1.385 0.7275
chrII 42621 1.166 0.51745
chrII 42662 4.283 1.70855
chrII 42672 2.264 0.91562
chrII 42693 1.962 1.00847
chrII 42710 0.946 0.6395
chrII 42832 1.685 0.94969
chrII 42837 2.874 1.58923
chrII 42846 1.124 0.61919
chrII 42849 1.753 0.9374
chrII 42850 2.81 1.49711
chrII 42858 1.416 0.75193
chrII 42867 1.253 0.67524
chrII 42872 1.058 0.59849
chrII 42998 1.021 0.69651
chrII 42999 0.699 0.48151
chrII 43004 1.081 0.7276
chrII 43012 2.201 1.4035
chrII 43017 1.249 0.77576
chrII 43034 0.998 0.77469
chrII 43043 2.367 2.18691
chrII 43151 0.468 0.93636
chrII 43190 0.293 0.58521
chrII 43286 1.514 1.09997
chrII 43296 4.316 3.01519
chrII 43303 11.967 7.69688
chrII 43304 1.173 0.75763
chrII 43317 2.674 1.57421
chrII 43324 1.207 0.6673
chrII 43448 3.861 1.34217
chrII 43455 1.689 0.55667
chrII 43461 4.749 1.60496
chrII 43470 10.6 3.51721
chrII 43471 2.864 0.94386
chrII 43479 1.55 0.4931
chrII 43503 1.741 0.50028
chrII 43597 1.695 0.48426
chrII 43619 2.01 0.62701
chrII 43662 5.073 1.69094
chrII 43672 1.628 0.5515
chrII 43760 1.812 0.56284
chrII 43790 1.945 0.50445
chrII 43950 1.49 0.68608
chrII 43960 0.98 0.5165
chrII 43992 1.157 0.76799
chrII 44051 1.016 0.71668
chrII 44069 0.795 0.54986
chrII 44085 1.449 0.78374
chrII 44125 1.291 0.54631
chrII 44131 1.591 0.67734
chrII 44154 1.564 0.70464
chrII 44295 3.852 1.07736
chrII 44306 1.95 0.54123
chrII 44326 2.298 0.62831
chrII 44337 2.208 0.6141
chrII 44474 4.073 1.20607
chrII 44476 2.227 0.65427
chrII 44477 4.394 1.31205
chrII 44484 6.293 1.9023
chrII 44485 1.836 0.56208
chrII 44497 2.898 0.92585
chrII 44506 1.693 0.53393
chrII 44596 2.252 0.65121
chrII 44604 1.816 0.51879
chrII 44626 7.288 2.05027
chrII 44646 11.144 2.97437
chrII 44667 3.411 0.92389
chrII 44788 4.808 1.2
chrII 44807 2.201 0.57171
chrII 44808 7.628 2.01025
chrII 44828 3.179 0.78659
chrII 44961 2.021 0.85269
chrII 44969 1.381 0.58446
chrII 44970 6.328 2.63967
chrII 44974 1.34 0.57529
chrII 44981 1.139 0.55796
chrII 44991 0.983 0.56718
chrII 45011 0.619 0.51623
chrII 45045 0.366 0.56178
chrII 45140 0.31 0.61969
chrII 45146 0.376 0.75249
chrII 45156 0.52 1.03984
chrII 45159 0.37 0.7393
chrII 45164 0.344 0.68874
chrII 45165 0.24 0.48012
chrII 45268 0.468 0.70445
chrII 45610 1.26 0.8846
chrII 45642 3.228 1.3863
chrII 45658 1.363 0.56851
chrII 45673 1.382 0.50939
chrII 45680 1.966 0.71409
chrII 45800 2.302 0.67071
chrII 45812 1.916 0.59529
chrII 45819 6.292 1.90192
chrII 46000 3.862 1.44587
chrII 46021 1.65 0.6054
chrII 46122 4.727 1.52345
chrII 46166 2.92 0.79533
chrII 46184 1.994 0.5534
chrII 46193 1.868 0.53049
chrII 46202 4.694 1.35989
chrII 46215 2.746 0.78752
chrII 46253 1.36 0.49778
chrII 46277 1.88 0.81198
chrII 46284 2.847 1.18073
chrII 46313 1.895 0.73781
chrII 46364 1.086 0.85725
chrII 46374 1.133 1.03996
chrII 46436 0.287 0.55863
chrII 46438 0.377 0.7333
chrII 46452 0.409 0.71906
chrII 46461 1.16 1.71067
chrII 46464 0.468 0.67678
chrII 46468 0.456 0.60007
chrII 46591 1.345 0.68886
chrII 46603 1.202 0.57734
chrII 46611 1.07 0.50908
chrII 46636 1.157 0.50744
chrII 46643 2.771 1.21482
chrII 46654 2.397 0.99685
chrII 46782 2.714 0.91089
chrII 46786 3.508 1.20232
chrII 46816 2.606 0.90599
chrII 46956 1.411 0.53943
chrII 46978 3.082 1.25706
chrII 47069 1.231 0.52395
chrII 47101 1.517 0.5484
chrII 47143 1.971 0.7571
chrII 47144 1.46 0.56105
chrII 47295 1.743 0.54958
chrII 47306 1.649 0.52104
chrII 47360 2.391 0.86845
chrII 47390 4.27 1.66708
chrII 47396 2.113 0.82247
chrII 47531 2.124 0.48831
chrII 47554 3.163 0.84433
chrII 47563 4.477 1.23808
chrII 47671 2.334 0.555
chrII 47678 3.559 0.80937
chrII 47718 3.797 1.0498
chrII 47810 1.428 0.50497
chrII 47817 2.378 0.82854
chrII 47827 2.645 0.9239
chrII 47828 5.949 2.083
chrII 47839 2.29 0.77744
chrII 47879 2.888 0.7987
chrII 47978 4.466 1.03013
chrII 48102 2.686 0.80851
chrII 48118 2.546 0.88915
chrII 48128 2.547 0.89398
chrII 48173 1.66 0.52924
chrII 48243 1.727 0.51786
chrII 48249 1.833 0.53845
chrII 48273 2.673 0.88884
chrII 48297 1.329 0.54801
chrII 48305 1.135 0.54172
chrII 48407 1.065 0.57378
chrII 48416 3.336 1.91755
chrII 48419 2.22 1.28628
chrII 48427 2.131 1.21073
chrII 48433 1.041 0.61798
chrII 48434 1.63 0.97931
chrII 48456 0.869 0.51778
chrII 48468 1.01 0.7262
chrII 48557 0.271 0.54135
chrII 48578 0.646 1.03659
chrII 48588 0.36 0.53615
chrII 48589 0.379 0.55959
chrII 48596 0.956 1.43937
chrII 48600 0.532 0.78515
chrII 48602 1.522 2.17826
chrII 48639 0.714 0.80813
chrII 48642 1.282 1.48497
chrII 48643 0.468 0.5555
chrII 48646 0.505 0.60423
chrII 48649 0.43 0.52742
chrII 48653 0.829 1.03467
chrII 48678 0.274 0.48816
chrII 48811 2.194 2.408
chrII 48823 0.962 0.88889
chrII 48831 1.353 1.25041
chrII 48834 2.024 1.81266
chrII 48843 17.092 14.85369
chrII 48844 2.656 2.32238
chrII 48847 1.244 1.06809
chrII 48852 1.321 1.14821
chrII 48853 0.559 0.48018
chrII 48854 0.613 0.50869
chrII 48994 1.987 1.11141
chrII 49002 11.981 6.83287
chrII 49003 1.176 0.67625
chrII 49008 6.579 3.87335
chrII 49010 1.983 1.17697
chrII 49013 2.639 1.5792
chrII 49021 1.162 0.73414
chrII 49022 1.675 1.04042
chrII 49025 9.367 5.69844
chrII 49028 1.804 1.11605
chrII 49055 1.004 0.68787
chrII 49156 2.16 1.10288
chrII 49169 1.439 0.72198
chrII 49179 4.049 2.01083
chrII 49192 3.559 1.81028
chrII 49193 2.006 1.03138
chrII 49199 1.642 0.90102
chrII 49206 3.594 2.01809
chrII 49209 0.952 0.5559
chrII 49320 0.7 0.92025
chrII 49341 1.686 1.92347
chrII 49356 0.82 0.81435
chrII 49364 1.805 1.79289
chrII 49369 0.539 0.56233
chrII 49378 0.467 0.51603
chrII 49512 0.4 0.62201
chrII 49532 0.471 0.52889
chrII 49541 0.497 0.48721
chrII 49554 0.943 0.65897
chrII 49595 3.321 1.67211
chrII 49596 1.045 0.52067
chrII 49603 1.19 0.56789
chrII 49616 8.355 4.12119
chrII 49627 2.601 1.13014
chrII 49753 2.929 0.57876
chrII 49755 2.671 0.54169
chrII 49774 5.331 1.08095
chrII 49780 3.246 0.67131
chrII 49810 7.072 1.32537
chrII 49884 2.396 0.52047
chrII 49912 3.146 0.56568
chrII 49932 3.128 0.50636
chrII 50001 3.704 0.76716
chrII 50071 3.195 0.77485
chrII 50106 2.526 0.52918
chrII 50248 2.031 0.53908
chrII 50274 2.312 0.62047
chrII 50304 2.795 0.82104
chrII 50345 3.302 1.36555
chrII 50377 3.74 1.40716
chrII 50435 1.599 0.62586
chrII 50436 2.398 0.92628
chrII 50467 3.65 1.34239
chrII 50487 2.114 0.54048
chrII 50539 3.647 0.91966
chrII 50573 2.132 0.59963
chrII 50667 1.908 0.51978
chrII 50700 2.735 0.81668
chrII 50727 2.794 0.89839
chrII 50737 2.002 0.67047
chrII 50869 1.948 0.88585
chrII 50905 1.416 0.64192
chrII 50950 3.135 1.30767
chrII 51049 2.908 1.23761
chrII 51070 1.925 0.73972
chrII 51100 2.006 0.80472
chrII 51102 1.284 0.52956
chrII 51120 4.051 1.79219
chrII 51121 1.564 0.69004
chrII 51130 1.309 0.56885
chrII 51141 1.304 0.53923
chrII 51189 1.63 0.65397
chrII 51238 1.369 0.60925
chrII 51295 2.622 1.09392
chrII 51320 1.463 0.68444
chrII 51326 1.831 0.82778
chrII 51366 3.574 1.23372
chrII 51487 2.002 0.87767
chrII 51513 1.212 0.57076
chrII 51527 2.463 1.19859
chrII 51539 3.36 1.65715
chrII 51542 2.148 1.09295
chrII 51559 1.022 0.60926
chrII 51580 0.813 0.6314
chrII 51591 1.015 0.98174
chrII 51608 0.645 0.74781
chrII 51613 0.662 0.81172
chrII 51700 0.901 0.71124
chrII 51709 0.812 0.54157
chrII 51738 1.141 0.63835
chrII 51752 1.091 0.59221
chrII 51762 3.704 2.06389
chrII 51769 1.946 1.05593
chrII 51793 0.987 0.64077
chrII 51864 1.836 1.11217
chrII 51902 4.882 1.59116
chrII 51910 4.705 1.37942
chrII 51923 4.137 1.17274
chrII 51931 2.924 0.83869
chrII 51943 1.883 0.49894
chrII 52059 1.649 0.52673
chrII 52072 2.855 0.87557
chrII 52073 8.286 2.54152
chrII 52091 5.671 1.74677
chrII 52102 7.524 2.48516
chrII 52244 2.578 1.01444
chrII 52252 5.051 1.89576
chrII 52264 2.604 0.96511
chrII 52265 1.979 0.74484
chrII 52276 1.249 0.48004
chrII 52288 1.89 0.83879
chrII 52362 1.064 0.6141
chrII 52390 2.051 0.96603
chrII 52421 1.59 0.62737
chrII 52456 4.387 1.53979
chrII 52484 1.405 0.641
chrII 52523 3.209 1.59904
chrII 52563 1.173 0.569
chrII 52579 3.288 1.32261
chrII 52598 1.467 0.54645
chrII 52626 5.31 1.6637
chrII 52647 1.955 0.77127
chrII 52654 1.741 0.75224
chrII 52685 3.177 1.5941
chrII 52739 0.889 0.54557
chrII 52742 1.664 1.0336
chrII 52754 1.832 1.07842
chrII 52755 0.846 0.50394
chrII 52762 1.246 0.73665
chrII 52775 1.375 0.81608
chrII 52786 1.399 0.7349
chrII 52795 2.54 1.29662
chrII 52825 1.625 0.79369
chrII 52826 1.683 0.79756
chrII 52836 1.071 0.52838
chrII 52846 2.521 1.25597
chrII 52854 1.523 0.77192
chrII 52877 1.705 0.76341
chrII 52909 1.696 0.66555
chrII 52918 2.27 0.84772
chrII 52941 2.257 0.79391
chrII 53047 1.998 0.62868
chrII 53057 1.527 0.48687
chrII 53073 1.446 0.505
chrII 53094 1.687 0.63001
chrII 53125 1.717 0.6205
chrII 53136 1.344 0.48688
chrII 53196 2.109 0.73123
chrII 53203 2.595 0.88712
chrII 53233 4.287 1.18537
chrII 53263 1.84 0.545
chrII 53366 2.244 0.69133
chrII 53389 1.706 0.52645
chrII 53425 2.063 0.57253
chrII 53459 4.415 1.51683
chrII 53497 2.561 1.03877
chrII 53537 1.136 0.50741
chrII 53575 1.242 0.58128
chrII 53586 2.371 1.05868
chrII 53624 1.344 0.64767
chrII 53665 2.778 1.50798
chrII 53676 1.355 0.75771
chrII 53707 0.902 0.49714
chrII 53736 1.731 1.20377
chrII 53741 1.522 1.06839
chrII 53764 1.478 0.94638
chrII 53780 1.059 0.68695
chrII 53830 2.586 1.51028
chrII 53839 1.675 0.94062
chrII 53867 1.048 0.47946
chrII 53899 1.822 0.69984
chrII 53911 2.427 1.00656
chrII 53928 2.564 0.98243
chrII 53967 1.12 0.54147
chrII 53996 1.194 0.68649
chrII 54007 0.891 0.51394
chrII 54010 1.366 0.76694
chrII 54018 1.43 0.74276
chrII 54070 2.72 1.28113
chrII 54071 1.012 0.48606
chrII 54091 0.934 0.63421
chrII 54104 0.964 0.63948
chrII 54105 0.912 0.60241
chrII 54110 4.149 2.62262
chrII 54111 1.246 0.80157
chrII 54119 2.045 1.30399
chrII 54230 1.012 0.50766
chrII 54269 5.772 2.14975
chrII 54289 3.104 1.12743
chrII 54409 1.928 0.52899
chrII 54456 4.75 0.98517
chrII 54548 1.957 0.48519
chrII 54578 2.307 0.57667
chrII 54584 2.15 0.55768
chrII 54589 4.514 1.15212
chrII 54599 4.482 1.22555
chrII 54604 1.799 0.50803
chrII 54617 2.354 0.65725
chrII 54667 1.775 0.51829
chrII 54690 4.464 1.25589
chrII 54702 2.802 0.83648
chrII 54731 2.738 0.90437
chrII 54749 2.676 1.03371
chrII 54763 1.341 0.58422
chrII 54788 1.164 0.57229
chrII 54846 0.857 0.48282
chrII 54883 1.439 0.76967
chrII 54903 1.942 0.86966
chrII 54925 2.108 1.01921
chrII 55049 1.127 0.76172
chrII 55060 2.961 1.98311
chrII 55081 0.908 0.53693
chrII 55100 2.164 1.51172
chrII 55117 0.728 0.53424
chrII 55190 0.539 0.48607
chrII 55210 0.76 0.86063
chrII 55217 0.428 0.51164
chrII 55222 1.537 1.83881
chrII 55252 0.53 0.65558
chrII 55254 0.424 0.52966
chrII 55262 0.669 0.92983
chrII 55263 0.429 0.60821
chrII 55264 0.554 0.80018
chrII 55270 0.843 1.25615
chrII 55312 0.622 1.09335
chrII 55340 0.456 0.65287
chrII 55341 0.629 0.88267
chrII 55343 0.583 0.7953
chrII 55407 0.792 0.51595
chrII 55422 1.51 0.98429
chrII 55439 0.744 0.48703
chrII 55503 0.897 0.56942
chrII 55556 0.98 0.51088
chrII 55573 2.605 1.29827
chrII 55596 2.583 1.18947
chrII 55708 1.872 0.89918
chrII 55725 2.203 0.98074
chrII 55726 2.599 1.14647
chrII 55736 1.383 0.57342
chrII 55737 1.874 0.77946
chrII 55742 1.759 0.77367
chrII 55748 5.228 2.19966
chrII 55757 3.041 1.12103
chrII 55768 1.698 0.68091
chrII 55770 1.345 0.54551
chrII 55777 1.398 0.58816
chrII 55868 3.343 1.56448
chrII 55887 2.981 1.35997
chrII 55888 1.293 0.58814
chrII 55909 2.389 0.93267
chrII 55916 3.842 1.50784
chrII 55918 1.564 0.63803
chrII 55928 4.179 1.74327
chrII 55956 2.191 1.00907
chrII 55979 1.35 0.68418
chrII 56017 1.535 0.85848
chrII 56023 1.98 1.0989
chrII 56058 3.948 2.08844
chrII 56067 1.135 0.51777
chrII 56079 1.203 0.52262
chrII 56082 1.253 0.52856
chrII 56140 2.732 0.91267
chrII 56162 1.52 0.53993
chrII 56182 1.704 0.54323
chrII 56277 3.676 1.24826
chrII 56314 2.102 0.76549
chrII 56319 3.533 1.29918
chrII 56335 1.26 0.51802
chrII 56349 2.317 1.01296
chrII 56356 1.224 0.53648
chrII 56417 1.947 0.67691
chrII 56451 1.737 0.56619
chrII 56489 9.785 2.85725
chrII 56532 3.819 1.24188
chrII 56572 1.243 0.51113
chrII 56624 1.465 0.49985
chrII 56644 9.463 2.94581
chrII 56657 1.699 0.57284
chrII 56664 3.354 1.11039
chrII 56683 1.486 0.54774
chrII 56703 3.35 1.13475
chrII 56795 1.837 0.62068
chrII 56804 3.637 1.20407
chrII 56822 2.273 0.72442
chrII 56824 5.668 1.79497
chrII 56851 2.411 0.7214
chrII 56882 8.361 2.45612
chrII 56942 1.712 0.55778
chrII 56944 4.134 1.33819
chrII 56964 2.784 0.97714
chrII 56973 2.223 0.69214
chrII 56983 3.915 1.25916
chrII 56992 2.699 0.89164
chrII 57035 1.55 0.53113
chrII 57042 6.281 2.10819
chrII 57094 2.176 1.13468
chrII 57104 2.653 1.43979
chrII 57110 1.711 1.00351
chrII 57112 1.064 0.62631
chrII 57114 1.3 0.75894
chrII 57143 2.22 1.31193
chrII 57203 2.653 2.00719
chrII 57204 1.403 1.05038
chrII 57225 1.236 1.02499
chrII 57233 0.863 0.73675
chrII 57244 1.221 1.02472
chrII 57265 3.104 2.60474
chrII 57273 0.66 0.54474
chrII 57347 1.011 0.79769
chrII 57362 0.969 0.73706
chrII 57376 2.386 1.51467
chrII 57385 0.87 0.55937
chrII 57404 1.426 0.9292
chrII 57420 0.943 0.66522
chrII 57427 1.217 0.91585
chrII 57487 0.975 0.69744
chrII 57505 0.733 0.50976
chrII 57538 1.336 0.75328
chrII 57553 2.756 1.40199
chrII 57554 1.996 1.01522
chrII 57571 1.396 0.64506
chrII 57574 3.509 1.64208
chrII 57577 4.373 2.05949
chrII 57583 1.132 0.51958
chrII 57594 2.278 1.15505
chrII 57605 1.315 0.70064
chrII 57651 1.096 0.55571
chrII 57685 1.382 0.58312
chrII 57732 4.209 1.26176
chrII 57749 1.969 0.53227
chrII 57763 2.906 0.87107
chrII 57782 1.979 0.65813
chrII 57848 1.753 0.80466
chrII 57883 0.936 0.5022
chrII 57891 1.307 0.71728
chrII 57897 1.117 0.65476
chrII 57901 1.157 0.6865
chrII 57909 3.303 2.04338
chrII 57919 1.977 1.14541
chrII 57929 1.073 0.61173
chrII 57952 1.471 1.15463
chrII 57961 1.242 0.95943
chrII 57980 0.624 0.49811
chrII 57992 1.272 1.00381
chrII 58032 0.662 0.52565
chrII 58033 1.309 1.04412
chrII 58040 0.794 0.61343
chrII 58067 1.443 1.19676
chrII 58087 0.664 0.5837
chrII 58120 0.675 0.5866
chrII 58150 0.598 0.51988
chrII 58178 1.634 1.41169
chrII 58198 0.882 0.79479
chrII 58207 1.322 1.20663
chrII 58227 0.739 0.57407
chrII 58241 0.9 0.69173
chrII 58342 2.02 0.93046
chrII 58352 3.364 1.46596
chrII 58364 1.464 0.60906
chrII 58366 3.682 1.54907
chrII 58404 1.69 0.7614
chrII 58500 2.659 0.88043
chrII 58502 3.167 1.01388
chrII 58510 3.773 1.19483
chrII 58514 5.874 1.84814
chrII 58523 2.019 0.6609
chrII 58524 3.065 1.02166
chrII 58531 3.285 1.07786
chrII 58532 1.773 0.57265
chrII 58546 6.291 1.90548
chrII 58656 1.809 0.71563
chrII 58658 6.269 2.63783
chrII 58663 2.043 0.92923
chrII 58677 1.482 0.7757
chrII 58678 4.637 2.45285
chrII 58684 2.175 1.18941
chrII 58687 5.071 2.78355
chrII 58689 5.461 2.96388
chrII 58694 3.979 2.15143
chrII 58698 2.237 1.18758
chrII 58706 0.915 0.56844
chrII 58707 0.749 0.48166
chrII 58709 1.833 1.16374
chrII 58788 1.004 0.76353
chrII 58798 1.715 1.13831
chrII 58836 2.817 1.40827
chrII 58837 6.385 3.1706
chrII 58849 6.413 3.08011
chrII 58850 3.471 1.62969
chrII 58856 3.611 1.71184
chrII 58975 2.064 0.91855
chrII 58995 4.3 1.87404
chrII 59006 8.918 3.76301
chrII 59026 1.288 0.4975
chrII 59035 1.367 0.49884
chrII 59063 1.363 0.53193
chrII 59123 1.66 0.60745
chrII 59135 1.816 0.61375
chrII 59155 3.296 0.93066
chrII 59171 3.435 0.97965
chrII 59192 6.61 2.01475
chrII 59212 1.93 0.71145
chrII 59221 1.356 0.56076
chrII 59321 1.414 0.68349
chrII 59349 1.261 0.88916
chrII 59353 0.704 0.50597
chrII 59354 3.692 2.75019
chrII 59363 2.184 1.98034
chrII 59373 0.795 0.93609
chrII 59374 1.161 1.42478
chrII 59383 0.452 0.69452
chrII 59495 0.335 0.53188
chrII 59496 0.361 0.54863
chrII 59511 0.447 0.53052
chrII 59525 0.79 0.77419
chrII 59536 0.953 0.96003
chrII 59539 0.736 0.74079
chrII 59544 0.499 0.52077
chrII 59555 0.776 0.81486
chrII 59562 0.522 0.58575
chrII 59577 1.035 1.42551
chrII 59591 0.39 0.51735
chrII 59663 0.678 1.01079
chrII 59684 0.678 0.6923
chrII 59751 2.014 1.581
chrII 59757 1.307 0.98355
chrII 59771 1.398 0.99096
chrII 59774 0.886 0.61296
chrII 59781 0.74 0.49118
chrII 59823 1.314 0.77969
chrII 59833 1.9 1.18576
chrII 59902 0.885 0.49488
chrII 59912 2.093 1.08353
chrII 59914 1.502 0.76419
chrII 59933 1.554 0.65578
chrII 59963 2.127 0.76291
chrII 59994 1.873 0.63449
chrII 60067 3.034 0.81275
chrII 60070 1.829 0.49273
chrII 60134 2.413 0.73233
chrII 60243 2.017 0.61607
chrII 60244 2.236 0.68435
chrII 60357 1.678 0.57656
chrII 60393 4.073 1.33946
chrII 60399 2.671 0.87035
chrII 60402 9.629 3.23177
chrII 60419 2.746 0.94567
chrII 60422 2.146 0.73731
chrII 60423 4.353 1.50598
chrII 60431 2.104 0.73851
chrII 60444 4.437 1.74136
chrII 60561 11.473 4.32821
chrII 60570 3.584 1.23426
chrII 60581 4.624 1.73992
chrII 60591 1.848 0.75161
chrII 60592 5.414 2.2081
chrII 60593 1.222 0.49686
chrII 60699 0.954 0.59772
chrII 60741 1.976 1.14051
chrII 60747 1.953 1.11846
chrII 60765 1.081 0.55556
chrII 60777 1.279 0.74113
chrII 61002 0.57 1.13987
chrII 61005 0.294 0.58775
chrII 61007 0.241 0.48255
chrII 61010 0.281 0.56161
chrII 61085 0.517 0.86845
chrII 61094 0.668 0.99507
chrII 61190 1.027 0.64897
chrII 61221 1.948 1.09379
chrII 61225 0.944 0.51983
chrII 61230 2.022 1.06964
chrII 61392 2.367 0.58383
chrII 61538 1.792 0.63028
chrII 61560 4.697 1.73184
chrII 61693 1.251 0.50158
chrII 61702 3.476 1.34603
chrII 61722 2.231 0.80413
chrII 61731 2.69 0.93519
chrII 61854 2.93 0.85059
chrII 61856 2.369 0.70306
chrII 61879 1.965 0.51042
chrII 61905 2.665 0.58162
chrII 61913 2.536 0.57144
chrII 61946 2.297 0.51521
chrII 62002 2.827 0.69028
chrII 62005 3.486 0.82344
chrII 62026 3.353 0.90153
chrII 62034 2.266 0.61044
chrII 62108 2.272 0.62465
chrII 62164 2.014 0.59404
chrII 62180 1.613 0.54018
chrII 62203 2.876 1.1226
chrII 62280 1.382 0.67697
chrII 62310 1.506 0.66449
chrII 62317 1.748 0.76414
chrII 62324 1.259 0.56209
chrII 62325 1.149 0.51465
chrII 62331 1.27 0.53888
chrII 62468 6.249 1.80656
chrII 62606 2 1.10205
chrII 62626 0.794 0.51044
chrII 62629 0.882 0.60424
chrII 62638 3.806 2.62102
chrII 62647 1.093 0.75616
chrII 62656 0.988 0.70343
chrII 62751 0.466 0.49299
chrII 62754 0.442 0.48174
chrII 62896 1.115 1.16232
chrII 62908 1.169 1.22829
chrII 62914 0.883 0.94815
chrII 62915 0.529 0.56797
chrII 62929 0.999 1.10549
chrII 63050 5.71 4.38766
chrII 63061 0.896 0.68836
chrII 63062 1.384 1.06929
chrII 63082 0.969 0.76477
chrII 63182 0.708 0.65859
chrII 63190 1.185 1.13776
chrII 63191 1.606 1.50263
chrII 63209 0.828 0.79508
chrII 63210 0.821 0.81506
chrII 63229 0.514 0.5562
chrII 63232 0.665 0.70818
chrII 63388 0.523 1.04658
chrII 63419 0.913 1.82655
chrII 63431 0.445 0.88934
chrII 63439 2.755 5.51012
chrII 63478 0.271 0.52753
chrII 63710 0.378 0.72536
chrII 63730 0.53 0.75095
chrII 63749 0.882 0.9826
chrII 63771 0.572 0.64219
chrII 63801 1.206 1.21386
chrII 63872 0.812 0.59862
chrII 63892 0.867 0.53406
chrII 63912 2.365 1.26957
chrII 63931 1.271 0.61646
chrII 63935 1.164 0.53618
chrII 63943 1.2 0.51822
chrII 63944 1.561 0.67818
chrII 63952 1.937 0.84946
chrII 63964 2.066 0.93103
chrII 64073 2.11 0.75688
chrII 64080 2.226 0.88299
chrII 64086 2.758 1.12152
chrII 64104 3.03 1.32455
chrII 64115 2.389 1.01382
chrII 64117 6.867 2.94864
chrII 64245 2.021 0.75658
chrII 64247 2.808 1.07307
chrII 64258 5.524 2.04684
chrII 64269 5.157 1.90606
chrII 64278 1.751 0.64567
chrII 64279 3.602 1.29539
chrII 64287 2.525 0.89268
chrII 64396 1.379 0.51482
chrII 64407 10.407 3.808
chrII 64416 5.888 2.19298
chrII 64437 2.729 1.1068
chrII 64438 1.981 0.81465
chrII 64459 0.971 0.48896
chrII 64468 0.983 0.53933
chrII 64508 0.812 0.49169
chrII 64567 3.503 2.08732
chrII 64568 1.907 1.13195
chrII 64578 0.846 0.51069
chrII 64580 2.551 1.49007
chrII 64587 0.981 0.59422
chrII 64589 1.308 0.82695
chrII 64595 0.894 0.57768
chrII 64610 2.496 1.50588
chrII 64615 0.942 0.55037
chrII 64616 3.431 1.95676
chrII 64633 1.091 0.6608
chrII 64682 0.773 0.50135
chrII 64702 1.351 0.8285
chrII 64725 0.999 0.55447
chrII 64726 4.141 2.27305
chrII 64740 1.891 0.80026
chrII 64751 1.407 0.49153
chrII 64763 2.011 0.704
chrII 64772 2.589 0.86689
chrII 64782 2.429 0.8135
chrII 64784 2.359 0.79527
chrII 64854 2.755 0.96444
chrII 64874 4.028 1.26476
chrII 64884 2.673 0.78988
chrII 64931 3.25 0.83678
chrII 64946 2.399 0.61019
chrII 64952 3.336 0.87765
chrII 64984 1.878 0.56075
chrII 64996 4.522 1.39879
chrII 65012 3.397 1.06414
chrII 65083 3.704 1.14802
chrII 65118 1.982 0.53975
chrII 65140 4.217 1.03474
chrII 65162 2.794 0.75537
chrII 65185 3.136 0.85897
chrII 65231 2.465 0.81412
chrII 65246 3.353 1.07358
chrII 65281 2.927 0.82659
chrII 65315 2.883 0.72817
chrII 65324 7.083 1.71204
chrII 65526 1.501 0.57352
chrII 65552 4.91 2.39742
chrII 65600 0.977 0.6203
chrII 65609 1.068 0.73903
chrII 65639 1.371 0.8703
chrII 65690 1.621 0.86367
chrII 65700 1.046 0.48186
chrII 65729 1.306 0.55275
chrII 65761 1.61 0.60891
chrII 65777 3.311 1.2686
chrII 65810 3.479 1.43071
chrII 65838 3.265 1.30947
chrII 65870 2.289 0.78086
chrII 65921 1.903 0.53522
chrII 65953 2.978 0.92515
chrII 66014 1.79 0.61486
chrII 66080 2.392 0.95433
chrII 66086 2.182 0.84267
chrII 66108 1.775 0.67825
chrII 66161 0.951 0.5065
chrII 66163 1.695 0.91327
chrII 66170 1.051 0.57915
chrII 66192 2.36 1.454
chrII 66199 1.293 0.7899
chrII 66200 1.75 1.03837
chrII 66230 2.725 1.21665
chrII 66263 4.978 2.19595
chrII 66362 6.093 2.25205
chrII 66402 4.146 1.63589
chrII 66422 1.699 0.66698
chrII 66424 2.433 0.9575
chrII 66441 1.434 0.58481
chrII 66447 1.308 0.53061
chrII 66482 2.176 0.88233
chrII 66493 1.291 0.5267
chrII 66531 1.796 0.56632
chrII 66545 2.555 0.72703
chrII 66570 3.774 1.08672
chrII 66588 3.102 0.95136
chrII 66683 1.965 0.63052
chrII 66711 3.953 1.31156
chrII 66737 1.42 0.52602
chrII 66755 2.742 1.16732
chrII 66780 1.286 0.59031
chrII 66788 1.518 0.70822
