Chromosome Position NCPscore Ratio
chrI 147400 1.642 0.89764
chrI 147599 2.208 1.12344
chrI 147790 8.619 3.31152
chrI 147970 6.665 2.35615
chrI 148166 7.227 2.23542
chrI 148296 3.96 1.12689
chrI 148517 1.959 1.11729
chrI 148712 3.674 2.65516
chrI 148865 7.083 2.94606
chrI 148994 4.667 2.30959
chrI 149136 2.881 2.74912
chrI 149366 4.711 1.84885
chrI 149541 9.197 3.50609
chrI 149759 2.761 2.89984
chrI 149917 1.602 1.58026
chrI 150102 1.313 1.06471
chrI 150215 4.049 1.96393
chrI 150337 3.606 1.06788
chrI 150517 2.143 0.77058
chrI 150668 6.765 2.26015
chrI 150800 3.712 1.22619
chrI 150977 4.92 1.93108
chrI 151156 3.756 2.4262
chrI 151360 0.946 1.89299
chrI 151542 6.614 13.22749
chrI 151703 4.858 7.627
chrI 151852 2.582 3.59063
chrI 151998 2.301 4.60209
chrI 152262 3.023 3.53053
chrI 152435 7.368 6.21793
chrI 152600 6.999 7.74144
chrI 152801 5.551 1.94823
chrI 152937 7.351 1.98009
chrI 153098 6.712 1.66931
chrI 153355 3.48 1.2156
chrI 153485 1.29 0.5556
chrI 153600 2.5 1.50819
chrI 153713 1.333 0.74548
chrI 153853 1.57 0.87142
chrI 154002 1.372 1.71224
chrI 154150 11.586 4.72491
chrI 154298 6.801 1.88404
chrI 154427 3.167 1.41821
chrI 154550 4.956 1.32042
chrI 154715 11.034 7.42354
chrI 154875 0.48 0.96064
chrI 154993 3.461 2.71658
chrI 155153 9.639 3.40754
chrI 155318 7.244 2.47104
chrI 155501 5.839 1.886
chrI 155663 5.706 1.63357
chrI 155816 9.619 1.85769
chrI 155990 10.199 2.37868
chrI 156152 5.214 1.77857
chrI 156335 3.352 1.95752
chrI 156464 4.141 1.88362
chrI 156630 4.131 3.04581
chrI 156738 1.767 0.70488
chrI 156945 5.303 1.31674
chrI 157110 3.752 1.3327
chrI 157343 3.345 1.54561
chrI 157506 2.013 0.92407
chrI 157650 4.105 2.01804
chrI 157823 9.798 7.64941
chrI 157968 14.024 11.00811
chrI 158140 3.476 2.54995
chrI 158299 4.101 2.31172
chrI 158471 6.225 4.02176
chrI 158648 5.962 6.00327
chrI 158909 3.123 3.70751
chrI 159079 9.346 4.96207
chrI 159229 9.96 4.99712
chrI 159393 2.765 0.78221
chrI 159505 5.424 1.53467
chrI 159667 5.834 2.22991
chrI 159829 2.272 1.27094
chrI 159944 1.941 1.55675
chrI 160151 3.172 1.39911
chrI 160323 1.684 2.34132
chrI 160473 0.288 0.57672
chrI 160596 0.525 1.04987
chrI 160709 0.55 1.09995
chrI 160825 0.422 0.8437
chrI 161015 1.783 2.89208
chrI 161175 1.272 1.91448
chrI 161345 1.155 2.31098
chrI 161485 0.599 1.19867
chrI 161607 0.514 1.02786
chrI 161717 0.244 0.48758
chrI 161846 1.127 2.25409
chrI 162013 0.77 1.54012
chrI 162162 0.373 0.74676
chrI 162356 0.799 1.59799
chrI 162516 0.57 1.13995
chrI 162710 0.493 0.98623
chrI 162870 0.426 0.85286
chrI 163025 0.365 0.7305
chrI 163208 1.131 2.26275
chrI 163380 1.258 2.51699
chrI 163530 0.665 1.33089
chrI 163648 0.516 1.03213
chrI 163813 0.757 1.51323
chrI 164057 0.722 1.23953
chrI 164169 0.431 0.68388
chrI 164321 0.731 1.4617
chrI 164615 0.45 0.89935
chrI 164841 0.613 1.22696
chrI 164973 0.58 1.15934
chrI 165201 0.789 1.5784
chrI 165355 0.559 1.11763
chrI 165554 1.544 3.08739
chrI 165727 1.042 2.08492
chrI 165942 0.417 0.83499
chrI 166076 0.271 0.5426
chrI 166210 1.752 1.68264
chrI 166380 0.779 0.59867
chrI 166621 4.933 5.03686
chrI 166769 3.245 1.49444
chrI 166913 3 1.00677
chrI 167064 3.054 1.82012
chrI 167178 1.437 0.69913
chrI 167322 5.688 2.66175
chrI 167481 6.448 2.00288
chrI 167658 4.402 1.02505
chrI 167807 7.033 2.68083
chrI 167955 6.658 1.84448
chrI 168123 5.475 2.32353
chrI 168295 4.971 2.67819
chrI 168455 6.295 4.4613
chrI 168639 12.235 6.87043
chrI 168801 16.474 10.19183
chrI 168965 5.774 5.33587
chrI 169124 0.568 0.63822
chrI 169276 3.715 1.85121
chrI 169438 4.827 0.96409
chrI 169593 11.028 2.99844
chrI 169819 3.711 1.15533
chrI 169957 4.804 1.64647
chrI 170111 4.118 1.11957
chrI 170251 4.157 1.00978
chrI 170602 1.843 0.63149
chrI 170711 2.733 0.84893
chrI 170892 9.262 2.38075
chrI 171027 5.404 1.37462
chrI 171150 3.604 1.13899
chrI 171343 2.601 1.37075
chrI 171553 3.497 2.33119
chrI 171684 3.671 4.21994
chrI 171941 0.568 1.13516
chrI 172172 1.669 1.03239
chrI 172298 2.024 1.03315
chrI 172460 1.746 1.48187
chrI 172674 2.056 1.15874
chrI 172857 2.098 0.7043
chrI 173030 4.698 2.12372
chrI 173172 2.993 1.08149
chrI 173301 4.507 1.84824
chrI 173415 2.95 1.03516
chrI 173545 1.193 0.51546
chrI 173666 7.386 3.05499
chrI 173822 4.807 1.33423
chrI 173992 9.497 3.21706
chrI 174142 3.97 1.64667
chrI 174289 10.121 3.4933
chrI 174436 6.644 2.13673
chrI 174605 7.71 2.30654
chrI 174777 6.944 2.66095
chrI 174946 22.047 13.81461
chrI 175128 7.623 3.56724
chrI 175334 18.637 9.07011
chrI 175522 14.42 7.41318
chrI 175664 2.775 2.6311
chrI 175843 9.05 11.59049
chrI 176008 12.614 12.35976
chrI 176161 2.988 3.86078
chrI 176363 2.797 2.53615
chrI 176496 1.601 1.90033
chrI 176736 2.23 1.2381
chrI 176923 3.969 2.27255
chrI 177046 2.672 1.01599
chrI 177205 1.81 0.77497
chrI 177320 0.758 0.54237
chrI 177434 1.78 1.01133
chrI 177575 5.839 1.19063
chrI 177735 16.219 3.32124
chrI 177953 3.368 1.21709
chrI 178083 3.832 1.78766
chrI 178220 2.787 1.44299
chrI 178403 1.95 0.78419
chrI 178590 2.832 1.36008
chrI 178755 6.703 1.99719
chrI 178876 4.573 2.22549
chrI 179074 6.353 4.5025
chrI 179249 3.176 2.06992
chrI 179371 3.272 1.89558
chrI 179589 1.835 0.91461
chrI 179721 1.989 0.82251
chrI 179875 3.523 1.34656
chrI 180039 2.148 1.22004
chrI 180287 4.58 8.573
chrI 180442 16.374 6.12989
chrI 180623 9.917 2.5313
chrI 180783 5.166 1.58794
chrI 180987 2.829 4.97696
chrI 181152 0.272 0.54445
chrI 181270 0.722 1.40602
chrI 181424 1.506 0.86227
chrI 181584 2.854 0.9179
chrI 181707 4.074 1.71394
chrI 181909 2.307 1.67575
chrI 182054 12.536 9.8931
chrI 182224 8.306 4.64599
chrI 182579 0.533 1.06611
chrI 182748 0.943 1.88565
chrI 182911 1.17 1.31393
chrI 183113 6.573 3.35562
chrI 183304 2.455 1.36825
chrI 183441 0.675 0.86395
chrI 183583 0.877 1.1337
chrI 183725 2.246 1.68137
chrI 183918 5.107 1.89736
chrI 184182 2.643 0.88702
chrI 184351 3.409 1.58997
chrI 184463 3.818 1.80963
chrI 184636 1.474 0.72228
chrI 184878 11.121 5.81957
chrI 185040 10.768 3.24826
chrI 185202 7.619 2.56902
chrI 185361 4.654 1.207
chrI 185569 4.111 2.00065
chrI 185683 2.576 1.83445
chrI 185899 2.064 1.53739
chrI 186123 5.042 1.39686
chrI 186306 1.641 0.75837
chrI 186476 4.705 1.56106
chrI 186628 3.143 1.02199
chrI 186795 3.767 1.54487
chrI 186984 6.621 2.64128
chrI 187093 3.477 2.142
chrI 187288 1.501 0.76632
chrI 187434 4.222 2.65664
chrI 187597 3.348 3.87937
chrI 187840 6.684 5.03026
chrI 188097 10.187 4.23729
chrI 188267 7.027 4.93269
chrI 188376 1.438 0.95399
chrI 188538 0.798 0.93161
chrI 188652 1.448 1.5096
chrI 188843 8.211 4.40716
chrI 189027 4.876 4.18733
chrI 189245 4.197 8.39349
chrI 189409 5.736 5.54613
chrI 189542 0.271 0.54259
chrI 189656 1.723 2.35144
chrI 189800 2.923 1.29342
chrI 189973 2.044 0.67681
chrI 190485 3.019 0.75854
chrI 190928 1.563 0.63213
chrI 191147 9.907 2.60617
chrI 191325 1.823 1.29802
chrI 191722 4.841 1.0141
chrI 191999 2.562 0.60714
chrI 192176 5.758 1.57142
chrI 192319 4.826 3.98113
chrI 192439 0.629 0.56649
chrI 192621 15.626 24.53129
chrI 192797 8.447 3.46403
chrI 192974 4.726 2.05991
chrI 193129 5.75 2.02296
chrI 193280 13.019 5.35439
chrI 193430 12.557 4.68873
chrI 193600 14.123 6.24857
chrI 193742 8.152 3.14048
chrI 193909 2.268 0.6247
chrI 194118 3.928 1.00438
chrI 194343 3.584 1.5168
chrI 194489 7.873 3.63744
chrI 194691 5.481 3.67081
chrI 194820 4.765 2.47602
chrI 195017 5.69 1.86673
chrI 195228 3.672 0.98183
chrI 195400 4.89 1.25485
chrI 195600 4.18 1.42581
chrI 195770 5.185 2.7035
chrI 195927 2.564 0.98499
chrI 196088 3.366 1.59557
chrI 196228 2.243 1.39962
chrI 196400 1.497 1.08713
chrI 196521 0.409 0.54816
chrI 196647 1.648 3.29596
chrI 196757 0.78 0.70767
chrI 196907 1.033 0.66157
chrI 197046 2.137 1.51441
chrI 197174 3.516 2.86797
chrI 197359 2.329 3.14871
chrI 197519 2.774 5.47304
chrI 197674 2.565 1.41847
chrI 197865 3.324 1.44876
chrI 198056 1.681 1.39446
chrI 198265 1.504 1.57947
chrI 198449 1.204 1.14876
chrI 198578 0.413 0.82644
chrI 198762 0.358 0.71675
chrI 198933 0.802 1.37742
chrI 199074 0.762 0.84974
chrI 199219 2.127 1.46494
chrI 199393 1.794 0.72159
chrI 199607 3.674 1.65545
chrI 199726 1.849 1.1841
chrI 199858 1.241 2.48139
chrI 199993 0.742 1.152
chrI 200207 2.684 1.44599
chrI 200377 2.042 1.39291
chrI 200487 0.425 0.6203
chrI 200666 2.043 2.59326
chrI 200803 3.938 3.02577
chrI 201005 2.658 1.25195
chrI 201161 2.443 1.0777
chrI 201318 3.826 1.49366
chrI 201483 3.804 1.46168
chrI 201644 6.313 4.04252
chrI 201793 2.164 1.33318
chrI 201964 4.154 1.50879
chrI 202172 1.874 1.78806
chrI 202354 6.864 6.42376
chrI 202511 8.378 8.73699
chrI 202656 0.461 0.71597
chrI 202794 2.732 1.88171
chrI 202960 3.746 2.60405
chrI 203100 2.555 1.76768
chrI 203256 2.629 1.51101
chrI 203427 3.249 1.86744
chrI 203624 3.417 3.21852
chrI 203787 2.405 1.46289
chrI 203954 5.115 1.21423
chrI 204077 2.824 0.61074
chrI 204188 6.655 1.68394
chrI 204342 4.386 2.59243
chrI 204497 1.649 1.86666
chrI 204663 2.948 5.89678
chrI 204836 2.009 4.01816
chrI 205017 3.187 6.37491
chrI 205172 1.454 2.23381
chrI 205287 1.596 3.1921
chrI 205422 7.169 5.56728
chrI 205557 6.583 8.21428
chrI 205790 4.414 1.82065
chrI 205925 1.548 0.60748
chrI 206060 8.348 3.97
chrI 206232 8.131 2.71025
chrI 206367 4.484 0.85685
chrI 206501 4.142 0.99631
chrI 206643 2.239 0.50921
chrI 206777 2.394 0.99588
chrI 206939 2.299 1.2296
chrI 207113 3.494 1.47452
chrI 207378 5.211 2.14306
chrI 207530 3.646 1.38993
chrI 207653 3.261 0.78049
chrI 207833 3.987 1.30821
chrI 208009 3.035 1.80862
chrI 208243 1.691 3.38218
chrI 208408 8.23 9.53645
chrI 208599 1.552 1.70382
chrI 208775 1.258 2.51679
chrI 208947 2.855 5.71053
chrI 209110 1.564 3.1271
chrI 209269 1.146 1.60851
chrI 209398 1.519 2.24032
chrI 209592 1.882 1.6959
chrI 209780 6.05 2.48814
chrI 209963 1.647 1.11809
chrI 210116 3.066 2.43244
chrI 210275 2.643 1.84642
chrI 210483 2.869 1.19688
chrI 210681 3.685 2.30903
chrI 210873 1.339 2.67794
chrI 211268 0.268 0.53536
chrI 211419 0.318 0.63677
chrI 211589 0.335 0.66998
chrI 211748 0.507 1.01357
chrI 211931 1.097 2.19469
chrI 212045 1.327 2.65482
chrI 212220 0.642 0.93771
chrI 212329 2.362 4.72399
chrI 212520 1.725 3.45085
chrI 212692 1.122 2.24354
chrI 212852 0.845 1.69071
chrI 213054 0.615 1.23028
chrI 213211 0.684 1.3685
chrI 213382 1.384 2.76855
chrI 213562 2.309 4.61847
chrI 213733 1.604 3.2082
chrI 213872 0.517 1.03461
chrI 214041 0.408 0.81654
chrI 214223 1.455 2.91013
chrI 214387 1.082 2.16422
chrI 214553 0.606 1.21222
chrI 214715 0.931 1.86112
chrI 214903 1.479 2.95791
chrI 215159 0.749 1.49875
chrI 215344 1.276 2.55264
chrI 215475 1.11 2.21928
chrI 215654 1.383 1.99849
chrI 215796 1.05 2.09929
chrI 215989 1.621 3.24214
chrI 216221 1.85 3.69931
chrI 216353 0.53 1.06043
chrI 216545 0.692 1.38352
chrI 216747 0.612 1.22331
chrI 216900 0.958 1.91608
chrI 217060 0.434 0.86801
chrI 217180 0.344 0.68817
chrI 217649 3.547 7.09423
chrI 217786 1.832 3.66368
chrI 217932 1.308 2.61542
chrI 218088 2.088 4.17546
chrI 218263 1.565 3.12988
chrI 218482 0.497 0.99441
chrI 218644 0.941 1.88247
chrI 218764 1.042 2.08397
chrI 218917 1.073 2.1462
chrI 219122 0.932 1.60086
chrI 219253 1.022 1.58667
chrI 219412 1.543 2.56063
chrI 219573 1.255 2.0587
chrI 219735 0.61 1.20325
chrI 219912 0.567 1.13386
chrI 220160 0.325 0.6493
chrI 220372 0.28 0.56056
chrI 220488 2.057 2.73001
chrI 220648 5.438 5.59111
chrI 220821 1.853 3.22019
chrI 221037 0.571 1.14151
chrI 221157 0.84 1.61347
chrI 221348 1.391 1.70605
chrI 221490 2.435 4.87027
chrI 221648 1.291 1.24866
chrI 221802 2.884 3.50895
chrI 221942 3.615 5.73711
chrI 222074 0.995 1.35819
chrI 222263 2.353 2.86295
chrI 222462 1.694 1.35902
chrI 222588 3.71 3.02568
chrI 222727 1.017 1.20673
chrI 222843 0.617 1.07196
chrI 223002 0.71 1.42013
chrI 223324 0.464 0.92867
chrI 223495 2.816 5.63256
chrI 223656 1.187 2.37347
chrI 223927 1.444 2.88725
chrI 224087 1.596 3.1918
chrI 224265 0.44 0.88063
chrI 224444 0.945 1.89088
chrI 224600 2.405 4.81083
chrI 224791 2.376 4.75179
chrI 224957 1.214 2.42774
chrI 225187 1.011 2.02272
chrI 225357 1.682 3.36374
chrI 225525 0.851 1.70178
chrI 225709 5.298 10.59625
chrI 225882 3.779 7.55735
chrI 226030 0.831 1.66205
chrI 226222 1.339 2.67837
chrI 226356 1.281 2.56249
chrI 226520 1.841 2.77137
chrI 226709 7.305 6.38645
chrI 226860 5.773 6.4336
chrI 227050 6.722 3.37257
chrI 227246 6.523 7.8067
chrI 227373 0.482 0.96451
chrI 227547 1.77 3.53997
chrI 227699 15.928 11.28843
chrI 227871 11.368 4.61018
chrI 228061 5.768 3.50895
chrI 228189 3.328 2.71418
chrI 228398 1.807 1.68013
chrI 228551 2.658 1.85689
chrI 228858 2.002 1.29882
chrI 228984 3.863 2.19469
chrI 229155 8.205 4.17387
chrI 229339 3.197 3.01152
chrI 229571 6.46 4.73937
chrI 229780 5.749 1.31971
chrI 229941 4.664 1.26107
chrI 230083 1.543 1.04763
chrI 230207 0.311 0.62128
chrII 104 0.279 0.55793
chrII 249 1.874 3.04
chrII 497 1.193 2.17805
chrII 618 0.642 1.07807
chrII 792 0.846 1.69259
chrII 941 0.97 1.94042
chrII 1123 1.769 2.96839
chrII 1256 1.052 1.09689
chrII 1394 1.667 2.33952
chrII 1630 2.152 0.52623
chrII 1768 6.757 1.36638
chrII 2011 3.012 0.77417
chrII 2164 1.475 0.52894
chrII 2343 2.541 2.20817
chrII 2550 0.5 1.00038
chrII 2685 0.482 0.96431
chrII 2834 0.416 0.83275
chrII 2956 0.762 1.52319
chrII 3147 0.325 0.65
chrII 3271 0.914 1.8272
chrII 3435 0.486 0.97133
chrII 3664 0.505 1.01071
chrII 3778 0.542 1.08416
chrII 4084 0.394 0.78725
chrII 4234 1.427 2.85448
chrII 4405 1.705 3.41042
chrII 4547 0.459 0.91793
chrII 4803 0.682 1.36403
chrII 4922 0.325 0.64958
chrII 5068 0.823 1.6459
chrII 5234 0.765 1.53032
chrII 5422 0.292 0.58496
chrII 5713 0.433 0.8666
chrII 6055 9.379 1.89396
chrII 6173 3.593 1.31787
chrII 6361 0.478 0.90632
chrII 6521 0.444 0.88719
chrII 6711 2.888 2.4094
chrII 6838 4.051 4.05069
chrII 6974 5.069 3.6102
chrII 7144 6.88 8.16626
chrII 7387 0.847 1.69393
chrII 7545 0.82 1.63922
chrII 7721 0.822 1.64476
chrII 7856 4.937 9.87413
chrII 8027 4.436 8.87114
chrII 8189 1.786 3.57163
chrII 8308 0.551 0.80512
chrII 8461 2.741 1.2706
chrII 8669 5.118 2.13477
chrII 8802 7.251 4.97003
chrII 8964 2.948 3.26012
chrII 9134 1.721 3.4415
chrII 9289 3.869 5.70617
chrII 9445 10.523 19.44815
chrII 9595 0.29 0.57974
chrII 9801 1.509 2.82401
chrII 9966 5.915 3.18671
chrII 10151 4.23 1.8436
chrII 10316 2.963 2.1099
chrII 10483 2.793 2.30372
chrII 10638 0.524 0.53549
chrII 10794 5.701 3.83588
chrII 10964 4.462 1.45414
chrII 11114 4.343 0.93794
chrII 11296 2.953 1.03634
chrII 11417 1.736 1.31345
chrII 11584 2.4 0.9271
chrII 11773 2.312 0.71663
chrII 11892 5.183 2.35746
chrII 12056 3.973 1.82431
chrII 12269 2.798 1.02369
chrII 12443 2.593 0.76785
chrII 12555 3.455 1.33783
chrII 12680 1.473 0.59089
chrII 12794 2.315 0.85133
chrII 12942 3.635 1.73446
chrII 13121 3.212 1.37534
chrII 13292 1.719 0.81463
chrII 13414 2.247 1.39024
chrII 13590 2.33 1.60445
chrII 13751 2.537 1.61046
chrII 13947 1.47 1.28496
chrII 14114 2.094 1.73721
chrII 14223 0.668 0.96605
chrII 14364 1.744 0.94661
chrII 14525 2.582 1.1422
chrII 14703 2.843 0.98589
chrII 14874 3.788 1.54934
chrII 15003 3.247 1.35071
chrII 15207 4.292 1.79532
chrII 15348 4.361 1.49821
chrII 15520 2.745 1.14839
chrII 15678 4.929 2.78932
chrII 15858 1.694 1.08948
chrII 15993 3.776 1.70684
chrII 16145 4.844 1.30487
chrII 16341 4.144 1.27119
chrII 16506 5.41 2.12327
chrII 16670 3.059 0.92472
chrII 16881 2.289 1.22882
chrII 17037 2.405 0.77017
chrII 17248 2.746 1.5071
chrII 17407 3.497 2.70161
chrII 17568 5.995 5.40284
chrII 17727 4.945 7.2924
chrII 17889 2.695 4.09855
chrII 18186 7.182 5.49003
chrII 18348 17.13 7.14565
chrII 18543 4.403 1.44126
chrII 18674 4.119 1.33943
chrII 18880 2.565 0.76883
chrII 19026 5.706 1.76115
chrII 19170 4.648 1.77628
chrII 19387 2.186 0.82904
chrII 19511 2.429 0.87984
chrII 19672 2.039 0.59771
chrII 19790 9.545 2.6902
chrII 19958 5.501 1.93534
chrII 20082 3.104 1.26958
chrII 20300 5.771 1.5019
chrII 20440 2.499 0.62684
chrII 20550 2.906 0.78288
chrII 20771 2.584 1.06884
chrII 20924 3.598 1.41208
chrII 21093 6.607 4.63757
chrII 21269 5.04 3.83215
chrII 21517 4.734 2.15297
chrII 21698 5.012 3.1542
chrII 21868 3.696 2.20245
chrII 22068 3.453 2.54638
chrII 22241 1.545 0.66554
chrII 22426 6.861 5.82396
chrII 22585 12.907 8.72439
chrII 22762 3.257 1.12942
chrII 22932 6.339 2.03404
chrII 23092 6.222 1.98766
chrII 23251 9.235 2.46944
chrII 23409 5.698 2.23033
chrII 23580 6.019 4.3079
chrII 23745 3.54 3.39989
chrII 23897 0.525 0.691
chrII 24022 2.218 4.26165
chrII 24187 5.685 2.19594
chrII 24343 3.041 0.98212
chrII 24463 1.9 1.11871
chrII 24575 1.284 0.68687
chrII 24688 2.209 0.85985
chrII 24857 5.037 4.27567
chrII 25032 2.876 2.02845
chrII 25162 1.377 0.61471
chrII 25336 3.759 1.1111
chrII 25497 2.28 0.48029
chrII 25678 4.301 1.26079
chrII 25844 3.363 1.3341
chrII 26050 3.278 1.3405
chrII 26222 1.698 0.88557
chrII 26395 2.986 1.3291
chrII 26549 3.711 1.35791
chrII 26718 3.05 1.16586
chrII 26848 4.841 1.22698
chrII 27101 2.809 0.85452
chrII 27344 4.084 1.38989
chrII 27496 8.869 2.49486
chrII 27666 2.891 1.00991
chrII 27799 3.299 0.75496
chrII 27960 5.596 0.98909
chrII 28152 2.627 0.54721
chrII 28348 1.058 0.73238
chrII 28478 0.357 0.51674
chrII 28596 1.633 0.96555
chrII 28775 1.926 1.83826
chrII 28961 0.552 0.72569
chrII 29117 7.9 10.77917
chrII 29278 14.414 8.15673
chrII 29521 2.594 0.9888
chrII 29682 1.905 1.48756
chrII 29838 0.614 1.2273
chrII 29980 0.603 1.20565
chrII 30105 0.633 1.26555
chrII 30257 0.702 1.40479
chrII 30432 0.53 1.05906
chrII 30617 1.158 2.31508
chrII 30765 2.466 4.93127
chrII 30939 1.018 2.03592
chrII 31069 0.534 1.06739
chrII 31308 0.645 1.28996
chrII 31457 2.083 4.16584
chrII 31620 1.481 2.96142
chrII 31758 0.691 1.38129
chrII 31909 1.022 2.04324
chrII 32047 1.47 2.94046
chrII 32187 0.769 1.53842
chrII 32406 1.333 2.66545
chrII 32578 0.751 1.50211
chrII 32784 1.54 3.07907
chrII 32954 1.391 2.36192
chrII 33064 2.573 4.75475
chrII 33247 1.463 2.926
chrII 33396 0.589 1.17854
chrII 33581 0.58 1.15997
chrII 33740 0.649 1.29745
chrII 33856 2.986 5.97139
chrII 34019 2.321 4.08262
chrII 34229 0.754 1.50829
chrII 34345 0.878 1.75626
chrII 34470 0.665 1.33043
chrII 34581 3.527 7.05352
chrII 34746 2.088 3.81025
chrII 34857 0.612 1.22471
chrII 35068 0.441 0.88221
chrII 35247 0.378 0.75595
chrII 35355 0.578 1.15641
chrII 35517 1.896 2.28788
chrII 35709 9.598 3.22141
chrII 35893 2.749 5.49734
chrII 36077 2.315 3.52147
chrII 36230 3.241 3.72599
chrII 36407 0.269 0.53708
chrII 36557 0.347 0.53355
chrII 36681 0.969 0.75277
chrII 36830 1.637 1.2782
chrII 36942 0.72 0.57736
chrII 37067 0.93 0.78482
chrII 37270 5.215 10.4291
chrII 37517 5.127 1.35612
chrII 37685 3.262 0.94494
chrII 37846 2.613 0.7803
chrII 38044 1.862 0.66139
chrII 38342 1.937 0.68639
chrII 38533 1.767 1.24063
chrII 38645 2.553 2.17962
chrII 38788 0.344 0.68847
chrII 38988 0.776 1.55133
chrII 39152 1.484 1.32131
chrII 39339 2.004 1.23996
chrII 39473 1.317 1.09838
chrII 39627 2.364 1.4879
chrII 39792 3.782 1.76422
chrII 39903 1.754 1.28009
chrII 40049 3.659 2.00842
chrII 40196 3.901 2.4342
chrII 40363 3.398 2.61116
chrII 40537 3.043 4.35587
chrII 40808 2.633 5.26614
chrII 40969 6.269 7.691
chrII 41163 3.659 1.60905
chrII 41311 11.314 4.77396
chrII 41454 7.657 4.63889
chrII 41621 7.124 5.27938
chrII 41789 5.924 1.74369
chrII 41949 14.28 4.46427
chrII 42120 7.055 3.10251
chrII 42312 3.524 2.41557
chrII 42482 6.842 3.91723
chrII 42662 4.283 1.70855
chrII 42837 2.874 1.58923
chrII 43043 2.367 2.18691
chrII 43151 0.468 0.93636
chrII 43303 11.967 7.69688
chrII 43470 10.6 3.51721
chrII 43662 5.073 1.69094
chrII 43790 1.945 0.50445
chrII 43950 1.49 0.68608
chrII 44085 1.449 0.78374
chrII 44295 3.852 1.07736
chrII 44484 6.293 1.9023
chrII 44646 11.144 2.97437
chrII 44808 7.628 2.01025
chrII 44970 6.328 2.63967
chrII 45156 0.52 1.03984
chrII 45268 0.468 0.70445
chrII 45642 3.228 1.3863
chrII 45819 6.292 1.90192
chrII 46000 3.862 1.44587
chrII 46122 4.727 1.52345
chrII 46284 2.847 1.18073
chrII 46461 1.16 1.71067
chrII 46643 2.771 1.21482
chrII 46786 3.508 1.20232
chrII 46978 3.082 1.25706
chrII 47143 1.971 0.7571
chrII 47390 4.27 1.66708
chrII 47563 4.477 1.23808
chrII 47718 3.797 1.0498
chrII 47828 5.949 2.083
chrII 47978 4.466 1.03013
chrII 48128 2.547 0.89398
chrII 48273 2.673 0.88884
chrII 48416 3.336 1.91755
chrII 48602 1.522 2.17826
chrII 48843 17.092 14.85369
chrII 49002 11.981 6.83287
chrII 49206 3.594 2.01809
chrII 49341 1.686 1.92347
chrII 49616 8.355 4.12119
chrII 49810 7.072 1.32537
chrII 49932 3.128 0.50636
chrII 50071 3.195 0.77485
chrII 50248 2.031 0.53908
chrII 50377 3.74 1.40716
chrII 50539 3.647 0.91966
chrII 50727 2.794 0.89839
chrII 50950 3.135 1.30767
chrII 51120 4.051 1.79219
chrII 51238 1.369 0.60925
chrII 51366 3.574 1.23372
chrII 51539 3.36 1.65715
chrII 51762 3.704 2.06389
chrII 51902 4.882 1.59116
chrII 52073 8.286 2.54152
chrII 52252 5.051 1.89576
chrII 52456 4.387 1.53979
chrII 52626 5.31 1.6637
chrII 52795 2.54 1.29662
chrII 52918 2.27 0.84772
chrII 53094 1.687 0.63001
chrII 53233 4.287 1.18537
chrII 53459 4.415 1.51683
chrII 53665 2.778 1.50798
chrII 53830 2.586 1.51028
chrII 53996 1.194 0.68649
chrII 54110 4.149 2.62262
chrII 54269 5.772 2.14975
chrII 54456 4.75 0.98517
chrII 54578 2.307 0.57667
chrII 54690 4.464 1.25589
chrII 54925 2.108 1.01921
chrII 55060 2.961 1.98311
chrII 55222 1.537 1.83881
chrII 55422 1.51 0.98429
chrII 55573 2.605 1.29827
chrII 55748 5.228 2.19966
chrII 55928 4.179 1.74327
chrII 56058 3.948 2.08844
chrII 56182 1.704 0.54323
chrII 56319 3.533 1.29918
chrII 56489 9.785 2.85725
chrII 56644 9.463 2.94581
chrII 56882 8.361 2.45612
chrII 57042 6.281 2.10819
chrII 57265 3.104 2.60474
chrII 57376 2.386 1.51467
chrII 57577 4.373 2.05949
chrII 57732 4.209 1.26176
chrII 57909 3.303 2.04338
chrII 58067 1.443 1.19676
chrII 58178 1.634 1.41169
chrII 58366 3.682 1.54907
chrII 58546 6.291 1.90548
chrII 58689 5.461 2.96388
chrII 58837 6.385 3.1706
chrII 59006 8.918 3.76301
chrII 59192 6.61 2.01475
chrII 59354 3.692 2.75019
chrII 59577 1.035 1.42551
chrII 59751 2.014 1.581
chrII 59912 2.093 1.08353
chrII 60067 3.034 0.81275
chrII 60244 2.236 0.68435
chrII 60402 9.629 3.23177
chrII 60561 11.473 4.32821
chrII 60741 1.976 1.14051
chrII 61002 0.57 1.13987
chrII 61221 1.948 1.09379
chrII 61392 2.367 0.58383
chrII 61560 4.697 1.73184
chrII 61702 3.476 1.34603
chrII 61854 2.93 0.85059
chrII 62026 3.353 0.90153
chrII 62203 2.876 1.1226
chrII 62317 1.748 0.76414
chrII 62468 6.249 1.80656
chrII 62638 3.806 2.62102
chrII 62751 0.466 0.49299
chrII 62908 1.169 1.22829
chrII 63050 5.71 4.38766
chrII 63191 1.606 1.50263
chrII 63439 2.755 5.51012
chrII 63801 1.206 1.21386
chrII 63912 2.365 1.26957
chrII 64117 6.867 2.94864
chrII 64258 5.524 2.04684
chrII 64407 10.407 3.808
chrII 64567 3.503 2.08732
chrII 64726 4.141 2.27305
chrII 64874 4.028 1.26476
chrII 64996 4.522 1.39879
